date,year,month,quarter,acquisition_channel,impressions,clicks,marketing_spend_usd
2020-01-06,2020,1,Q1,Paid Ad,13229,159,536.71
2020-01-06,2020,1,Q1,Direct,0,0,0.0
2020-01-06,2020,1,Q1,Referral,0,0,0.0
2020-01-07,2020,1,Q1,Organic Search,0,0,0.0
2020-01-07,2020,1,Q1,Social Media,6937,125,273.09
2020-01-07,2020,1,Q1,Email Campaign,3248,146,87.09
2020-01-07,2020,1,Q1,Paid Ad,14439,173,584.91
2020-01-07,2020,1,Q1,Direct,0,0,0.0
2020-01-07,2020,1,Q1,Referral,0,0,0.0
2020-01-08,2020,1,Q1,Organic Search,0,0,0.0
2020-01-08,2020,1,Q1,Social Media,7341,132,289.19
2020-01-08,2020,1,Q1,Email Campaign,3678,166,98.7
2020-01-08,2020,1,Q1,Paid Ad,11455,137,463.85
2020-01-08,2020,1,Q1,Direct,0,0,0.0
2020-01-08,2020,1,Q1,Referral,0,0,0.0
2020-01-09,2020,1,Q1,Organic Search,0,0,0.0
2020-01-09,2020,1,Q1,Social Media,7153,129,281.68
2020-01-09,2020,1,Q1,Email Campaign,3689,166,99.02
2020-01-09,2020,1,Q1,Paid Ad,11737,141,475.31
2020-01-09,2020,1,Q1,Direct,0,0,0.0
2020-01-09,2020,1,Q1,Referral,0,0,0.0
2020-01-10,2020,1,Q1,Organic Search,0,0,0.0
2020-01-10,2020,1,Q1,Social Media,7717,139,303.35
2020-01-10,2020,1,Q1,Email Campaign,3485,157,93.45
2020-01-10,2020,1,Q1,Paid Ad,12624,151,511.3
2020-01-10,2020,1,Q1,Direct,0,0,0.0
2020-01-10,2020,1,Q1,Referral,0,0,0.0
2020-01-11,2020,1,Q1,Organic Search,0,0,0.0
2020-01-11,2020,1,Q1,Social Media,8201,148,322.36
2020-01-11,2020,1,Q1,Email Campaign,4829,217,129.6
2020-01-11,2020,1,Q1,Paid Ad,14843,178,601.41
2020-01-11,2020,1,Q1,Direct,0,0,0.0
2020-01-11,2020,1,Q1,Referral,0,0,0.0
2020-01-12,2020,1,Q1,Organic Search,0,0,0.0
2020-01-12,2020,1,Q1,Social Media,7879,142,309.99
2020-01-12,2020,1,Q1,Email Campaign,4485,202,120.3
2020-01-12,2020,1,Q1,Paid Ad,13391,161,543.27
2020-01-12,2020,1,Q1,Direct,0,0,0.0
2020-01-12,2020,1,Q1,Referral,0,0,0.0
2020-01-13,2020,1,Q1,Organic Search,0,0,0.0
2020-01-13,2020,1,Q1,Social Media,7609,137,299.41
2020-01-13,2020,1,Q1,Email Campaign,3087,139,82.76
2020-01-13,2020,1,Q1,Paid Ad,11535,138,467.91
2020-01-13,2020,1,Q1,Direct,0,0,0.0
2020-01-13,2020,1,Q1,Referral,0,0,0.0
2020-01-14,2020,1,Q1,Organic Search,0,0,0.0
2020-01-14,2020,1,Q1,Social Media,7609,137,299.13
2020-01-14,2020,1,Q1,Email Campaign,3872,174,103.95
2020-01-14,2020,1,Q1,Paid Ad,13068,157,530.7
2020-01-14,2020,1,Q1,Direct,0,0,0.0
2020-01-14,2020,1,Q1,Referral,0,0,0.0
2020-01-15,2020,1,Q1,Organic Search,0,0,0.0
2020-01-15,2020,1,Q1,Social Media,7421,134,291.74
2020-01-15,2020,1,Q1,Email Campaign,3571,161,95.8
2020-01-15,2020,1,Q1,Paid Ad,11374,136,461.63
2020-01-15,2020,1,Q1,Direct,0,0,0.0
2020-01-15,2020,1,Q1,Referral,0,0,0.0
2020-01-16,2020,1,Q1,Organic Search,0,0,0.0
2020-01-16,2020,1,Q1,Social Media,7045,127,277.54
2020-01-16,2020,1,Q1,Email Campaign,3517,158,94.53
2020-01-16,2020,1,Q1,Paid Ad,13996,168,567.81
2020-01-16,2020,1,Q1,Direct,0,0,0.0
2020-01-16,2020,1,Q1,Referral,0,0,0.0
2020-01-17,2020,1,Q1,Organic Search,0,0,0.0
2020-01-17,2020,1,Q1,Social Media,7690,138,302.59
2020-01-17,2020,1,Q1,Email Campaign,3141,141,84.31
2020-01-17,2020,1,Q1,Paid Ad,13229,159,537.11
2020-01-17,2020,1,Q1,Direct,0,0,0.0
2020-01-17,2020,1,Q1,Referral,0,0,0.0
2020-01-18,2020,1,Q1,Organic Search,0,0,0.0
2020-01-18,2020,1,Q1,Social Media,8335,150,328.24
2020-01-18,2020,1,Q1,Email Campaign,3979,179,106.78
2020-01-18,2020,1,Q1,Paid Ad,15569,187,631.55
2020-01-18,2020,1,Q1,Direct,0,0,0.0
2020-01-18,2020,1,Q1,Referral,0,0,0.0
2020-01-19,2020,1,Q1,Organic Search,0,0,0.0
2020-01-19,2020,1,Q1,Social Media,9303,167,366.58
2020-01-19,2020,1,Q1,Email Campaign,4517,203,121.29
2020-01-19,2020,1,Q1,Paid Ad,13834,166,561.64
2020-01-19,2020,1,Q1,Direct,0,0,0.0
2020-01-19,2020,1,Q1,Referral,0,0,0.0
2020-01-20,2020,1,Q1,Organic Search,0,0,0.0
2020-01-20,2020,1,Q1,Social Media,7287,131,287.2
2020-01-20,2020,1,Q1,Email Campaign,3754,169,100.77
2020-01-20,2020,1,Q1,Paid Ad,13915,167,564.39
2020-01-20,2020,1,Q1,Direct,0,0,0.0
2020-01-20,2020,1,Q1,Referral,0,0,0.0
2020-01-21,2020,1,Q1,Organic Search,0,0,0.0
2020-01-21,2020,1,Q1,Social Media,7206,130,283.19
2020-01-21,2020,1,Q1,Email Campaign,3603,162,96.72
2020-01-21,2020,1,Q1,Paid Ad,11777,141,477.21
2020-01-21,2020,1,Q1,Direct,0,0,0.0
2020-01-21,2020,1,Q1,Referral,0,0,0.0
2020-01-22,2020,1,Q1,Organic Search,0,0,0.0
2020-01-22,2020,1,Q1,Social Media,6776,122,266.33
2020-01-22,2020,1,Q1,Email Campaign,3893,175,104.55
2020-01-22,2020,1,Q1,Paid Ad,14318,172,580.33
2020-01-22,2020,1,Q1,Direct,0,0,0.0
2020-01-22,2020,1,Q1,Referral,0,0,0.0
2020-01-23,2020,1,Q1,Organic Search,0,0,0.0
2020-01-23,2020,1,Q1,Social Media,7448,134,292.81
2020-01-23,2020,1,Q1,Email Campaign,3948,178,106.02
2020-01-23,2020,1,Q1,Paid Ad,13270,159,538.7
2020-01-23,2020,1,Q1,Direct,0,0,0.0
2020-01-23,2020,1,Q1,Referral,0,0,0.0
2020-01-24,2020,1,Q1,Organic Search,0,0,0.0
2020-01-24,2020,1,Q1,Social Media,7099,128,279.29
2020-01-24,2020,1,Q1,Email Campaign,3765,169,101.01
2020-01-24,2020,1,Q1,Paid Ad,14480,174,587.97
2020-01-24,2020,1,Q1,Direct,0,0,0.0
2020-01-24,2020,1,Q1,Referral,0,0,0.0
2020-01-25,2020,1,Q1,Organic Search,0,0,0.0
2020-01-25,2020,1,Q1,Social Media,8577,154,337.71
2020-01-25,2020,1,Q1,Email Campaign,4733,213,127.02
2020-01-25,2020,1,Q1,Paid Ad,11737,141,475.86
2020-01-25,2020,1,Q1,Direct,0,0,0.0
2020-01-25,2020,1,Q1,Referral,0,0,0.0
2020-01-26,2020,1,Q1,Organic Search,0,0,0.0
2020-01-26,2020,1,Q1,Social Media,9169,165,360.93
2020-01-26,2020,1,Q1,Email Campaign,4238,191,113.7
2020-01-26,2020,1,Q1,Paid Ad,14480,174,587.65
2020-01-26,2020,1,Q1,Direct,0,0,0.0
2020-01-26,2020,1,Q1,Referral,0,0,0.0
2020-01-27,2020,1,Q1,Organic Search,0,0,0.0
2020-01-27,2020,1,Q1,Social Media,7529,136,296.63
2020-01-27,2020,1,Q1,Email Campaign,3076,138,82.56
2020-01-27,2020,1,Q1,Paid Ad,12665,152,514.32
2020-01-27,2020,1,Q1,Direct,0,0,0.0
2020-01-27,2020,1,Q1,Referral,0,0,0.0
2020-01-28,2020,1,Q1,Organic Search,0,0,0.0
2020-01-28,2020,1,Q1,Social Media,7690,138,302.91
2020-01-28,2020,1,Q1,Email Campaign,4087,184,109.76
2020-01-28,2020,1,Q1,Paid Ad,12382,149,501.83
2020-01-28,2020,1,Q1,Direct,0,0,0.0
2020-01-28,2020,1,Q1,Referral,0,0,0.0
2020-01-29,2020,1,Q1,Organic Search,0,0,0.0
2020-01-29,2020,1,Q1,Social Media,6991,126,275.43
2020-01-29,2020,1,Q1,Email Campaign,3506,158,94.21
2020-01-29,2020,1,Q1,Paid Ad,13834,166,561.88
2020-01-29,2020,1,Q1,Direct,0,0,0.0
2020-01-29,2020,1,Q1,Referral,0,0,0.0
2020-01-30,2020,1,Q1,Organic Search,0,0,0.0
2020-01-30,2020,1,Q1,Social Media,7663,138,302.24
2020-01-30,2020,1,Q1,Email Campaign,3506,158,94.01
2020-01-30,2020,1,Q1,Paid Ad,13431,161,545.02
2020-01-30,2020,1,Q1,Direct,0,0,0.0
2020-01-30,2020,1,Q1,Referral,0,0,0.0
2020-01-31,2020,1,Q1,Organic Search,0,0,0.0
2020-01-31,2020,1,Q1,Social Media,7529,136,296.79
2020-01-31,2020,1,Q1,Email Campaign,3936,177,105.78
2020-01-31,2020,1,Q1,Paid Ad,12181,146,494.12
2020-01-31,2020,1,Q1,Direct,0,0,0.0
2020-01-31,2020,1,Q1,Referral,0,0,0.0
2020-02-01,2020,2,Q1,Organic Search,0,0,0.0
2020-02-01,2020,2,Q1,Social Media,8389,151,329.8
2020-02-01,2020,2,Q1,Email Campaign,4076,183,109.36
2020-02-01,2020,2,Q1,Paid Ad,13108,157,531.58
2020-02-01,2020,2,Q1,Direct,0,0,0.0
2020-02-01,2020,2,Q1,Referral,0,0,0.0
2020-02-02,2020,2,Q1,Organic Search,0,0,0.0
2020-02-02,2020,2,Q1,Social Media,8793,158,346.7
2020-02-02,2020,2,Q1,Email Campaign,4292,193,115.25
2020-02-02,2020,2,Q1,Paid Ad,14843,178,602.32
2020-02-02,2020,2,Q1,Direct,0,0,0.0
2020-02-02,2020,2,Q1,Referral,0,0,0.0
2020-02-03,2020,2,Q1,Organic Search,0,0,0.0
2020-02-03,2020,2,Q1,Social Media,7341,132,288.95
2020-02-03,2020,2,Q1,Email Campaign,3248,146,87.05
2020-02-03,2020,2,Q1,Paid Ad,12463,150,505.93
2020-02-03,2020,2,Q1,Direct,0,0,0.0
2020-02-03,2020,2,Q1,Referral,0,0,0.0
2020-02-04,2020,2,Q1,Organic Search,0,0,0.0
2020-02-04,2020,2,Q1,Social Media,7287,131,286.41
2020-02-04,2020,2,Q1,Email Campaign,3420,154,91.86
2020-02-04,2020,2,Q1,Paid Ad,12745,153,516.78
2020-02-04,2020,2,Q1,Direct,0,0,0.0
2020-02-04,2020,2,Q1,Referral,0,0,0.0
2020-02-05,2020,2,Q1,Organic Search,0,0,0.0
2020-02-05,2020,2,Q1,Social Media,7717,139,304.03
2020-02-05,2020,2,Q1,Email Campaign,4205,189,112.98
2020-02-05,2020,2,Q1,Paid Ad,13068,157,530.86
2020-02-05,2020,2,Q1,Direct,0,0,0.0
2020-02-05,2020,2,Q1,Referral,0,0,0.0
2020-02-06,2020,2,Q1,Organic Search,0,0,0.0
2020-02-06,2020,2,Q1,Social Media,7637,137,300.57
2020-02-06,2020,2,Q1,Email Campaign,3635,164,97.59
2020-02-06,2020,2,Q1,Paid Ad,10930,131,443.17
2020-02-06,2020,2,Q1,Direct,0,0,0.0
2020-02-06,2020,2,Q1,Referral,0,0,0.0
2020-02-07,2020,2,Q1,Organic Search,0,0,0.0
2020-02-07,2020,2,Q1,Social Media,7475,135,293.88
2020-02-07,2020,2,Q1,Email Campaign,3678,166,98.62
2020-02-07,2020,2,Q1,Paid Ad,15448,185,626.7
2020-02-07,2020,2,Q1,Direct,0,0,0.0
2020-02-07,2020,2,Q1,Referral,0,0,0.0
2020-02-08,2020,2,Q1,Organic Search,0,0,0.0
2020-02-08,2020,2,Q1,Social Media,8470,152,333.45
2020-02-08,2020,2,Q1,Email Campaign,4302,194,115.61
2020-02-08,2020,2,Q1,Paid Ad,14802,178,600.38
2020-02-08,2020,2,Q1,Direct,0,0,0.0
2020-02-08,2020,2,Q1,Referral,0,0,0.0
2020-02-09,2020,2,Q1,Organic Search,0,0,0.0
2020-02-09,2020,2,Q1,Social Media,7798,140,307.01
2020-02-09,2020,2,Q1,Email Campaign,4593,207,123.2
2020-02-09,2020,2,Q1,Paid Ad,15730,189,638.27
2020-02-09,2020,2,Q1,Direct,0,0,0.0
2020-02-09,2020,2,Q1,Referral,0,0,0.0
2020-02-10,2020,2,Q1,Organic Search,0,0,0.0
2020-02-10,2020,2,Q1,Social Media,7959,143,313.13
2020-02-10,2020,2,Q1,Email Campaign,3388,152,91.03
2020-02-10,2020,2,Q1,Paid Ad,14359,172,582.28
2020-02-10,2020,2,Q1,Direct,0,0,0.0
2020-02-10,2020,2,Q1,Referral,0,0,0.0
2020-02-11,2020,2,Q1,Organic Search,0,0,0.0
2020-02-11,2020,2,Q1,Social Media,6641,120,261.47
2020-02-11,2020,2,Q1,Email Campaign,3829,172,102.76
2020-02-11,2020,2,Q1,Paid Ad,15165,182,615.29
2020-02-11,2020,2,Q1,Direct,0,0,0.0
2020-02-11,2020,2,Q1,Referral,0,0,0.0
2020-02-12,2020,2,Q1,Organic Search,0,0,0.0
2020-02-12,2020,2,Q1,Social Media,6883,124,271.18
2020-02-12,2020,2,Q1,Email Campaign,3495,157,93.73
2020-02-12,2020,2,Q1,Paid Ad,13028,156,527.72
2020-02-12,2020,2,Q1,Direct,0,0,0.0
2020-02-12,2020,2,Q1,Referral,0,0,0.0
2020-02-13,2020,2,Q1,Organic Search,0,0,0.0
2020-02-13,2020,2,Q1,Social Media,7179,129,282.63
2020-02-13,2020,2,Q1,Email Campaign,3205,144,85.98
2020-02-13,2020,2,Q1,Paid Ad,12987,156,526.41
2020-02-13,2020,2,Q1,Direct,0,0,0.0
2020-02-13,2020,2,Q1,Referral,0,0,0.0
2020-02-14,2020,2,Q1,Organic Search,0,0,0.0
2020-02-14,2020,2,Q1,Social Media,6857,123,269.47
2020-02-14,2020,2,Q1,Email Campaign,3796,171,101.89
2020-02-14,2020,2,Q1,Paid Ad,11939,143,485.01
2020-02-14,2020,2,Q1,Direct,0,0,0.0
2020-02-14,2020,2,Q1,Referral,0,0,0.0
2020-02-15,2020,2,Q1,Organic Search,0,0,0.0
2020-02-15,2020,2,Q1,Social Media,9680,174,380.66
2020-02-15,2020,2,Q1,Email Campaign,3936,177,105.82
2020-02-15,2020,2,Q1,Paid Ad,14480,174,586.54
2020-02-15,2020,2,Q1,Direct,0,0,0.0
2020-02-15,2020,2,Q1,Referral,0,0,0.0
2020-02-16,2020,2,Q1,Organic Search,0,0,0.0
2020-02-16,2020,2,Q1,Social Media,9169,165,360.69
2020-02-16,2020,2,Q1,Email Campaign,3786,170,101.77
2020-02-16,2020,2,Q1,Paid Ad,15125,182,613.02
2020-02-16,2020,2,Q1,Direct,0,0,0.0
2020-02-16,2020,2,Q1,Referral,0,0,0.0
2020-02-17,2020,2,Q1,Organic Search,0,0,0.0
2020-02-17,2020,2,Q1,Social Media,8255,149,325.3
2020-02-17,2020,2,Q1,Email Campaign,3184,143,85.54
2020-02-17,2020,2,Q1,Paid Ad,13108,157,531.26
2020-02-17,2020,2,Q1,Direct,0,0,0.0
2020-02-17,2020,2,Q1,Referral,0,0,0.0
2020-02-18,2020,2,Q1,Organic Search,0,0,0.0
2020-02-18,2020,2,Q1,Social Media,7637,137,300.61
2020-02-18,2020,2,Q1,Email Campaign,3883,175,104.31
2020-02-18,2020,2,Q1,Paid Ad,11616,139,471.73
2020-02-18,2020,2,Q1,Direct,0,0,0.0
2020-02-18,2020,2,Q1,Referral,0,0,0.0
2020-02-19,2020,2,Q1,Organic Search,0,0,0.0
2020-02-19,2020,2,Q1,Social Media,6695,121,263.38
2020-02-19,2020,2,Q1,Email Campaign,3808,171,102.24
2020-02-19,2020,2,Q1,Paid Ad,13229,159,535.95
2020-02-19,2020,2,Q1,Direct,0,0,0.0
2020-02-19,2020,2,Q1,Referral,0,0,0.0
2020-02-20,2020,2,Q1,Organic Search,0,0,0.0
2020-02-20,2020,2,Q1,Social Media,7637,137,300.41
2020-02-20,2020,2,Q1,Email Campaign,3754,169,100.89
2020-02-20,2020,2,Q1,Paid Ad,12221,147,495.03
2020-02-20,2020,2,Q1,Direct,0,0,0.0
2020-02-20,2020,2,Q1,Referral,0,0,0.0
2020-02-21,2020,2,Q1,Organic Search,0,0,0.0
2020-02-21,2020,2,Q1,Social Media,7609,137,299.97
2020-02-21,2020,2,Q1,Email Campaign,3743,168,100.45
2020-02-21,2020,2,Q1,Paid Ad,12181,146,493.64
2020-02-21,2020,2,Q1,Direct,0,0,0.0
2020-02-21,2020,2,Q1,Referral,0,0,0.0
2020-02-22,2020,2,Q1,Organic Search,0,0,0.0
2020-02-22,2020,2,Q1,Social Media,9895,178,389.21
2020-02-22,2020,2,Q1,Email Campaign,4367,197,117.16
2020-02-22,2020,2,Q1,Paid Ad,13431,161,544.7
2020-02-22,2020,2,Q1,Direct,0,0,0.0
2020-02-22,2020,2,Q1,Referral,0,0,0.0
2020-02-23,2020,2,Q1,Organic Search,0,0,0.0
2020-02-23,2020,2,Q1,Social Media,9061,163,356.44
2020-02-23,2020,2,Q1,Email Campaign,3883,175,104.07
2020-02-23,2020,2,Q1,Paid Ad,15770,189,639.98
2020-02-23,2020,2,Q1,Direct,0,0,0.0
2020-02-23,2020,2,Q1,Referral,0,0,0.0
2020-02-24,2020,2,Q1,Organic Search,0,0,0.0
2020-02-24,2020,2,Q1,Social Media,8174,147,321.8
2020-02-24,2020,2,Q1,Email Campaign,3420,154,91.7
2020-02-24,2020,2,Q1,Paid Ad,13915,167,563.87
2020-02-24,2020,2,Q1,Direct,0,0,0.0
2020-02-24,2020,2,Q1,Referral,0,0,0.0
2020-02-25,2020,2,Q1,Organic Search,0,0,0.0
2020-02-25,2020,2,Q1,Social Media,7717,139,304.22
2020-02-25,2020,2,Q1,Email Campaign,3893,175,104.63
2020-02-25,2020,2,Q1,Paid Ad,14883,179,602.96
2020-02-25,2020,2,Q1,Direct,0,0,0.0
2020-02-25,2020,2,Q1,Referral,0,0,0.0
2020-02-26,2020,2,Q1,Organic Search,0,0,0.0
2020-02-26,2020,2,Q1,Social Media,7341,132,288.72
2020-02-26,2020,2,Q1,Email Campaign,3431,154,92.22
2020-02-26,2020,2,Q1,Paid Ad,11979,144,486.28
2020-02-26,2020,2,Q1,Direct,0,0,0.0
2020-02-26,2020,2,Q1,Referral,0,0,0.0
2020-02-27,2020,2,Q1,Organic Search,0,0,0.0
2020-02-27,2020,2,Q1,Social Media,6991,126,275.27
2020-02-27,2020,2,Q1,Email Campaign,3635,164,97.55
2020-02-27,2020,2,Q1,Paid Ad,13270,159,537.82
2020-02-27,2020,2,Q1,Direct,0,0,0.0
2020-02-27,2020,2,Q1,Referral,0,0,0.0
2020-02-28,2020,2,Q1,Organic Search,0,0,0.0
2020-02-28,2020,2,Q1,Social Media,7637,137,301.0
2020-02-28,2020,2,Q1,Email Campaign,3893,175,104.67
2020-02-28,2020,2,Q1,Paid Ad,12907,155,524.06
2020-02-28,2020,2,Q1,Direct,0,0,0.0
2020-02-28,2020,2,Q1,Referral,0,0,0.0
2020-02-29,2020,2,Q1,Organic Search,0,0,0.0
2020-02-29,2020,2,Q1,Social Media,9599,173,378.03
2020-02-29,2020,2,Q1,Email Campaign,4119,185,110.52
2020-02-29,2020,2,Q1,Paid Ad,18069,217,733.08
2020-02-29,2020,2,Q1,Direct,0,0,0.0
2020-02-29,2020,2,Q1,Referral,0,0,0.0
2020-03-01,2020,3,Q1,Organic Search,0,0,0.0
2020-03-01,2020,3,Q1,Social Media,10621,191,418.36
2020-03-01,2020,3,Q1,Email Campaign,4603,207,123.72
2020-03-01,2020,3,Q1,Paid Ad,15972,192,647.62
2020-03-01,2020,3,Q1,Direct,0,0,0.0
2020-03-01,2020,3,Q1,Referral,0,0,0.0
2020-03-02,2020,3,Q1,Organic Search,0,0,0.0
2020-03-02,2020,3,Q1,Social Media,9142,165,359.82
2020-03-02,2020,3,Q1,Email Campaign,4227,190,113.42
2020-03-02,2020,3,Q1,Paid Ad,16053,193,651.12
2020-03-02,2020,3,Q1,Direct,0,0,0.0
2020-03-02,2020,3,Q1,Referral,0,0,0.0
2020-03-03,2020,3,Q1,Organic Search,0,0,0.0
2020-03-03,2020,3,Q1,Social Media,9142,165,359.58
2020-03-03,2020,3,Q1,Email Campaign,4280,193,114.81
2020-03-03,2020,3,Q1,Paid Ad,14157,170,574.21
2020-03-03,2020,3,Q1,Direct,0,0,0.0
2020-03-03,2020,3,Q1,Referral,0,0,0.0
2020-03-04,2020,3,Q1,Organic Search,0,0,0.0
2020-03-04,2020,3,Q1,Social Media,7744,139,304.46
2020-03-04,2020,3,Q1,Email Campaign,4152,187,111.35
2020-03-04,2020,3,Q1,Paid Ad,16214,195,658.12
2020-03-04,2020,3,Q1,Direct,0,0,0.0
2020-03-04,2020,3,Q1,Referral,0,0,0.0
2020-03-05,2020,3,Q1,Organic Search,0,0,0.0
2020-03-05,2020,3,Q1,Social Media,8954,161,352.38
2020-03-05,2020,3,Q1,Email Campaign,3872,174,103.99
2020-03-05,2020,3,Q1,Paid Ad,15407,185,624.44
2020-03-05,2020,3,Q1,Direct,0,0,0.0
2020-03-05,2020,3,Q1,Referral,0,0,0.0
2020-03-06,2020,3,Q1,Organic Search,0,0,0.0
2020-03-06,2020,3,Q1,Social Media,9061,163,357.16
2020-03-06,2020,3,Q1,Email Campaign,4001,180,107.33
2020-03-06,2020,3,Q1,Paid Ad,15367,184,623.52
2020-03-06,2020,3,Q1,Direct,0,0,0.0
2020-03-06,2020,3,Q1,Referral,0,0,0.0
2020-03-07,2020,3,Q1,Organic Search,0,0,0.0
2020-03-07,2020,3,Q1,Social Media,10164,183,400.26
2020-03-07,2020,3,Q1,Email Campaign,4496,202,120.66
2020-03-07,2020,3,Q1,Paid Ad,17948,215,728.59
2020-03-07,2020,3,Q1,Direct,0,0,0.0
2020-03-07,2020,3,Q1,Referral,0,0,0.0
2020-03-08,2020,3,Q1,Organic Search,0,0,0.0
2020-03-08,2020,3,Q1,Social Media,10567,190,416.29
2020-03-08,2020,3,Q1,Email Campaign,5378,242,144.32
2020-03-08,2020,3,Q1,Paid Ad,18916,227,768.04
2020-03-08,2020,3,Q1,Direct,0,0,0.0
2020-03-08,2020,3,Q1,Referral,0,0,0.0
2020-03-09,2020,3,Q1,Organic Search,0,0,0.0
2020-03-09,2020,3,Q1,Social Media,7825,141,308.28
2020-03-09,2020,3,Q1,Email Campaign,3979,179,106.82
2020-03-09,2020,3,Q1,Paid Ad,15811,190,641.3
2020-03-09,2020,3,Q1,Direct,0,0,0.0
2020-03-09,2020,3,Q1,Referral,0,0,0.0
2020-03-10,2020,3,Q1,Organic Search,0,0,0.0
2020-03-10,2020,3,Q1,Social Media,9169,165,360.69
2020-03-10,2020,3,Q1,Email Campaign,4474,201,120.26
2020-03-10,2020,3,Q1,Paid Ad,19884,239,805.78
2020-03-10,2020,3,Q1,Direct,0,0,0.0
2020-03-10,2020,3,Q1,Referral,0,0,0.0
2020-03-11,2020,3,Q1,Organic Search,0,0,0.0
2020-03-11,2020,3,Q1,Social Media,9196,166,362.29
2020-03-11,2020,3,Q1,Email Campaign,4689,211,125.98
2020-03-11,2020,3,Q1,Paid Ad,16335,196,662.93
2020-03-11,2020,3,Q1,Direct,0,0,0.0
2020-03-11,2020,3,Q1,Referral,0,0,0.0
2020-03-12,2020,3,Q1,Organic Search,0,0,0.0
2020-03-12,2020,3,Q1,Social Media,9250,166,364.51
2020-03-12,2020,3,Q1,Email Campaign,4195,189,112.58
2020-03-12,2020,3,Q1,Paid Ad,16093,193,653.31
2020-03-12,2020,3,Q1,Direct,0,0,0.0
2020-03-12,2020,3,Q1,Referral,0,0,0.0
2020-03-13,2020,3,Q1,Organic Search,0,0,0.0
2020-03-13,2020,3,Q1,Social Media,8255,149,325.02
2020-03-13,2020,3,Q1,Email Campaign,4216,190,113.3
2020-03-13,2020,3,Q1,Paid Ad,14601,175,591.99
2020-03-13,2020,3,Q1,Direct,0,0,0.0
2020-03-13,2020,3,Q1,Referral,0,0,0.0
2020-03-14,2020,3,Q1,Organic Search,0,0,0.0
2020-03-14,2020,3,Q1,Social Media,10191,183,401.06
2020-03-14,2020,3,Q1,Email Campaign,5862,264,157.4
2020-03-14,2020,3,Q1,Paid Ad,14843,178,602.52
2020-03-14,2020,3,Q1,Direct,0,0,0.0
2020-03-14,2020,3,Q1,Referral,0,0,0.0
2020-03-15,2020,3,Q1,Organic Search,0,0,0.0
2020-03-15,2020,3,Q1,Social Media,10675,192,420.31
2020-03-15,2020,3,Q1,Email Campaign,4313,194,115.68
2020-03-15,2020,3,Q1,Paid Ad,16819,202,681.58
2020-03-15,2020,3,Q1,Direct,0,0,0.0
2020-03-15,2020,3,Q1,Referral,0,0,0.0
2020-03-16,2020,3,Q1,Organic Search,0,0,0.0
2020-03-16,2020,3,Q1,Social Media,9573,172,376.64
2020-03-16,2020,3,Q1,Email Campaign,4324,195,116.08
2020-03-16,2020,3,Q1,Paid Ad,13875,166,562.84
2020-03-16,2020,3,Q1,Direct,0,0,0.0
2020-03-16,2020,3,Q1,Referral,0,0,0.0
2020-03-17,2020,3,Q1,Organic Search,0,0,0.0
2020-03-17,2020,3,Q1,Social Media,8309,150,326.61
2020-03-17,2020,3,Q1,Email Campaign,4539,204,121.77
2020-03-17,2020,3,Q1,Paid Ad,14278,171,579.94
2020-03-17,2020,3,Q1,Direct,0,0,0.0
2020-03-17,2020,3,Q1,Referral,0,0,0.0
2020-03-18,2020,3,Q1,Organic Search,0,0,0.0
2020-03-18,2020,3,Q1,Social Media,8954,161,352.46
